area_code,hb_name,date_code,value_percent,distance_to_nearest_green_or_blue_space,age,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity
S12000039,NHS Greater Glasgow and Clyde,2017,19,Within a 6-10 minute walk,All,Female,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2017,18,Within a 6-10 minute walk,All,All,All,All,All,Adults,All
S12000039,NHS Greater Glasgow and Clyde,2017,23,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2018,34,Within a 6-10 minute walk,All,Male,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2018,31,Within a 6-10 minute walk,35-64 years,All,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2018,30,Within a 6-10 minute walk,65 years and over,All,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2018,44,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2018,46,A 5 minute walk or less,35-64 years,All,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2013,51,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000039,NHS Greater Glasgow and Clyde,2014,56,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2013,46,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2018,46,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2018,49,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2018,47,A 5 minute walk or less,All,All,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2014,50,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000039,NHS Greater Glasgow and Clyde,2014,48,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2014,60,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000039,NHS Greater Glasgow and Clyde,2019,54,A 5 minute walk or less,65 years and over,All,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2019,57,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2015,25,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2015,24,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000039,NHS Greater Glasgow and Clyde,2015,18,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000039,NHS Greater Glasgow and Clyde,2016,23,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000039,NHS Greater Glasgow and Clyde,2016,20,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2016,28,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2016,26,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000039,NHS Greater Glasgow and Clyde,2016,24,An 11 minute walk or more,All,All,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2016,23,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000039,NHS Greater Glasgow and Clyde,2018,16,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2018,15,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2019,7,Don't Know,65 years and over,All,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2019,3,Don't Know,35-64 years,All,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2018,5,Don't Know,35-64 years,All,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2018,4,Don't Know,65 years and over,All,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2015,1,Don't Know,35-64 years,All,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2015,1,Don't Know,65 years and over,All,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2018,49,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000039,NHS Greater Glasgow and Clyde,2017,64,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000039,NHS Greater Glasgow and Clyde,2017,65,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000039,NHS Greater Glasgow and Clyde,2015,56,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000039,NHS Greater Glasgow and Clyde,2017,60,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2015,56,A 5 minute walk or less,All,All,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2017,58,A 5 minute walk or less,All,All,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2017,57,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2015,52,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000039,NHS Greater Glasgow and Clyde,2015,61,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000039,NHS Greater Glasgow and Clyde,2016,40,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000039,NHS Greater Glasgow and Clyde,2015,52,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2019,52,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2018,47,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000039,NHS Greater Glasgow and Clyde,2016,42,A 5 minute walk or less,All,Female,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2017,36,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000039,NHS Greater Glasgow and Clyde,2015,62,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2016,39,A 5 minute walk or less,All,All,All,All,All,Adults,All
S12000039,NHS Greater Glasgow and Clyde,2016,38,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000039,NHS Greater Glasgow and Clyde,2016,39,A 5 minute walk or less,All,All,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2016,36,A 5 minute walk or less,All,Male,All,All,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2019,54,A 5 minute walk or less,All,All,All,All,All,Pensioners,All
S12000039,NHS Greater Glasgow and Clyde,2019,47,A 5 minute walk or less,All,All,All,All,All,With Children,All
S12000039,NHS Greater Glasgow and Clyde,2017,55,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2015,2,Don't Know,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2015,17,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2018,46,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2016,6,Don't Know,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2017,3,Don't Know,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2013,54,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2013,4,Don't Know,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2014,2,Don't Know,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2014,53,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2013,28,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2013,14,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2019,15,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2014,50,A 5 minute walk or less,All,All,All,20% most deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2016,21,An 11 minute walk or more,All,All,All,20% most deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2018,6,Don't Know,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2014,21,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2016,30,Within a 6-10 minute walk,All,All,All,20% most deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2019,19,An 11 minute walk or more,All,All,All,20% most deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2013,48,A 5 minute walk or less,All,All,All,20% most deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2015,56,A 5 minute walk or less,All,All,All,20% most deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2018,6,Don't Know,All,All,All,20% most deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2013,23,Within a 6-10 minute walk,All,All,All,20% most deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2019,21,Within a 6-10 minute walk,All,All,All,20% most deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2019,2,Don't Know,All,All,All,20% most deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2015,22,Within a 6-10 minute walk,All,All,All,20% most deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2019,27,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2015,57,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2016,36,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2018,16,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2016,32,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2019,52,A 5 minute walk or less,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2016,27,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2014,24,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2017,22,An 11 minute walk or more,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2017,20,Within a 6-10 minute walk,All,All,All,80% least deprived,All,All,All
S12000039,NHS Greater Glasgow and Clyde,2019,55,A 5 minute walk or less,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2018,16,An 11 minute walk or more,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2014,52,A 5 minute walk or less,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2013,52,A 5 minute walk or less,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2016,24,An 11 minute walk or more,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2018,5,Don't Know,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2019,23,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2017,17,An 11 minute walk or more,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2016,31,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2018,47,A 5 minute walk or less,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2015,1,Don't Know,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2016,6,Don't Know,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2014,17,An 11 minute walk or more,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2015,18,An 11 minute walk or more,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2013,18,An 11 minute walk or more,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2017,21,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2019,4,Don't Know,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2013,26,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2014,3,Don't Know,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2013,4,Don't Know,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2015,24,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2017,4,Don't Know,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2014,27,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2016,39,A 5 minute walk or less,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2015,57,A 5 minute walk or less,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2019,17,An 11 minute walk or more,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2017,58,A 5 minute walk or less,All,All,All,All,All,All,White
S12000039,NHS Greater Glasgow and Clyde,2018,32,Within a 6-10 minute walk,All,All,All,All,All,All,White
S12000040,NHS Lothian,2019,1,Don't Know,All,All,All,All,All,Adults,All
S12000040,NHS Lothian,2019,1,Don't Know,All,All,All,All,All,Pensioners,All
S12000040,NHS Lothian,2018,31,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000040,NHS Lothian,2018,31,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000040,NHS Lothian,2019,5,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000040,NHS Lothian,2019,3,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000040,NHS Lothian,2018,2,Don't Know,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2019,1,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000040,NHS Lothian,2014,29,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2019,1,Don't Know,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2018,16,An 11 minute walk or more,16-34 years,All,All,All,All,All,All
S12000040,NHS Lothian,2014,12,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000040,NHS Lothian,2014,10,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000040,NHS Lothian,2019,3,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000040,NHS Lothian,2014,13,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000040,NHS Lothian,2014,21,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000040,NHS Lothian,2014,13,An 11 minute walk or more,All,All,All,All,All,All,All
S12000040,NHS Lothian,2019,3,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000040,NHS Lothian,2019,4,An 11 minute walk or more,16-34 years,All,All,All,All,All,All
S12000040,NHS Lothian,2019,3,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000040,NHS Lothian,2019,3,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000040,NHS Lothian,2014,11,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000040,NHS Lothian,2014,20,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000040,NHS Lothian,2013,1,Don't Know,16-34 years,All,All,All,All,All,All
S12000040,NHS Lothian,2018,19,Within a 6-10 minute walk,All,All,All,All,All,All,All
S12000040,NHS Lothian,2017,1,Don't Know,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2013,26,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2017,24,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2018,30,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000040,NHS Lothian,2016,43,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2019,16,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2018,26,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000040,NHS Lothian,2013,7,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000040,NHS Lothian,2015,56,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2019,3,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2016,10,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000040,NHS Lothian,2015,22,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000040,NHS Lothian,2015,17,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000040,NHS Lothian,2013,11,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000040,NHS Lothian,2016,11,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000040,NHS Lothian,2013,12,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000040,NHS Lothian,2016,12,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000040,NHS Lothian,2018,57,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2016,7,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000040,NHS Lothian,2015,23,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000040,NHS Lothian,2015,18,An 11 minute walk or more,All,All,All,All,All,All,All
S12000040,NHS Lothian,2015,24,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000040,NHS Lothian,2015,1,Don't Know,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2018,24,An 11 minute walk or more,All,All,All,All,All,All,All
S12000040,NHS Lothian,2017,22,An 11 minute walk or more,All,All,All,All,All,All,All
S12000040,NHS Lothian,2016,9,An 11 minute walk or more,All,All,All,All,All,All,All
S12000040,NHS Lothian,2016,9,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000040,NHS Lothian,2015,18,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000040,NHS Lothian,2016,12,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000040,NHS Lothian,2017,22,An 11 minute walk or more,All,Female,All,All,All,All,All
S12000040,NHS Lothian,2017,22,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000040,NHS Lothian,2017,28,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000040,NHS Lothian,2016,1,Don't Know,35-64 years,All,All,All,All,All,All
S12000040,NHS Lothian,2014,11,Don't Know,65 years and over,All,All,All,All,All,All
S12000040,NHS Lothian,2015,3,Don't Know,65 years and over,All,All,All,All,All,All
S12000040,NHS Lothian,2017,1,Don't Know,65 years and over,All,All,All,All,All,All
S12000040,NHS Lothian,2014,0,Don't Know,35-64 years,All,All,All,All,All,All
S12000040,NHS Lothian,2018,2,Don't Know,All,Male,All,All,All,All,All
S12000040,NHS Lothian,2019,1,Don't Know,65 years and over,All,All,All,All,All,All
S12000040,NHS Lothian,2019,1,Don't Know,16-34 years,All,All,All,All,All,All
S12000040,NHS Lothian,2018,1,Don't Know,All,All,All,All,All,All,All
S12000040,NHS Lothian,2017,0,Don't Know,35-64 years,All,All,All,All,All,All
S12000040,NHS Lothian,2017,2,Don't Know,16-34 years,All,All,All,All,All,All
S12000040,NHS Lothian,2017,23,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2013,0,Don't Know,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2014,57,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2013,9,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2014,12,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2016,2,An 11 minute walk or more,16-34 years,All,All,All,All,All,All
S12000040,NHS Lothian,2013,5,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000040,NHS Lothian,2013,13,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000040,NHS Lothian,2017,52,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2016,48,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2013,65,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2015,24,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2015,19,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2018,1,Don't Know,All,All,All,All,All,Pensioners,All
S12000040,NHS Lothian,2019,1,Don't Know,All,All,All,All,All,All,All
S12000040,NHS Lothian,2018,2,Don't Know,All,All,All,All,All,Adults,All
S12000040,NHS Lothian,2017,1,Don't Know,All,All,All,All,All,Adults,All
S12000040,NHS Lothian,2013,0,Don't Know,All,All,All,All,All,All,All
S12000040,NHS Lothian,2016,1,Don't Know,All,Male,All,All,All,All,All
S12000040,NHS Lothian,2013,0,Don't Know,All,Female,All,All,All,All,All
S12000040,NHS Lothian,2016,1,Don't Know,All,All,All,All,All,Adults,All
S12000040,NHS Lothian,2018,1,Don't Know,All,Female,All,All,All,All,All
S12000040,NHS Lothian,2013,1,Don't Know,All,All,All,All,All,With Children,All
S12000040,NHS Lothian,2015,3,Don't Know,All,All,All,All,All,Pensioners,All
S12000040,NHS Lothian,2015,1,Don't Know,All,Male,All,All,All,All,All
S12000040,NHS Lothian,2014,2,Don't Know,All,All,All,All,All,All,All
S12000040,NHS Lothian,2017,1,Don't Know,All,Male,All,All,All,All,All
S12000040,NHS Lothian,2017,1,Don't Know,All,All,All,All,All,Pensioners,All
S12000040,NHS Lothian,2014,1,Don't Know,All,Female,All,All,All,All,All
S12000040,NHS Lothian,2016,0,Don't Know,All,All,All,All,All,All,All
S12000040,NHS Lothian,2015,1,Don't Know,All,All,All,All,All,All,All
S12000040,NHS Lothian,2014,3,Don't Know,All,Male,All,All,All,All,All
S12000040,NHS Lothian,2014,6,Don't Know,All,All,All,All,All,Pensioners,All
S12000040,NHS Lothian,2014,2,Don't Know,All,All,All,All,All,Adults,All
S12000040,NHS Lothian,2015,0,Don't Know,All,Female,All,All,All,All,All
S12000040,NHS Lothian,2015,12,An 11 minute walk or more,All,All,All,All,All,Adults,All
S12000040,NHS Lothian,2015,18,An 11 minute walk or more,All,Male,All,All,All,All,All
S12000040,NHS Lothian,2019,80,A 5 minute walk or less,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2016,1,Don't Know,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2016,8,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2017,13,An 11 minute walk or more,All,All,All,All,All,With Children,All
S12000040,NHS Lothian,2017,18,An 11 minute walk or more,All,All,All,All,All,Pensioners,All
S12000040,NHS Lothian,2017,1,Don't Know,All,All,All,All,All,All,All
S12000040,NHS Lothian,2017,1,Don't Know,All,Female,All,All,All,All,All
S12000040,NHS Lothian,2017,16,An 11 minute walk or more,35-64 years,All,All,All,All,All,All
S12000040,NHS Lothian,2017,34,An 11 minute walk or more,16-34 years,All,All,All,All,All,All
S12000040,NHS Lothian,2017,18,An 11 minute walk or more,65 years and over,All,All,All,All,All,All
S12000040,NHS Lothian,2014,58,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2017,53,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2017,20,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2019,1,Don't Know,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2013,68,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2019,76,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2018,30,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2014,11,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2018,42,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2018,25,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2016,46,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2015,57,A 5 minute walk or less,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2014,28,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2016,42,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2013,21,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2019,21,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2017,27,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2014,3,Don't Know,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2015,20,Within a 6-10 minute walk,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2015,23,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2018,3,Don't Know,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2013,11,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2016,12,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2019,6,An 11 minute walk or more,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2015,2,Don't Know,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2017,25,An 11 minute walk or more,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2019,2,Don't Know,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2016,41,Within a 6-10 minute walk,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2015,28,Within a 6-10 minute walk,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2017,50,A 5 minute walk or less,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2016,47,A 5 minute walk or less,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2017,23,Within a 6-10 minute walk,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2018,29,An 11 minute walk or more,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2013,10,An 11 minute walk or more,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2019,10,Within a 6-10 minute walk,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2019,2,An 11 minute walk or more,All,All,All,All,Owned Outright,All,All
S12000040,NHS Lothian,2017,2,Don't Know,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2013,1,Don't Know,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2015,43,A 5 minute walk or less,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2019,83,A 5 minute walk or less,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2013,52,A 5 minute walk or less,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2016,12,An 11 minute walk or more,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2015,26,An 11 minute walk or more,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2013,37,Within a 6-10 minute walk,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2018,21,Within a 6-10 minute walk,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2018,50,A 5 minute walk or less,All,All,All,All,Social Rented,All,All
S12000040,NHS Lothian,2018,23,An 11 minute walk or more,All,All,Urban,All,All,All,All
S12000040,NHS Lothian,2018,18,Within a 6-10 minute walk,All,All,Urban,All,All,All,All
